CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),CPU Link
Intel Core i9-13900HK,"30,479",372,43.73,$697.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900HK&id=5448
Intel Core i9-13900HX,"43,356",227,64.90,$668.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900HX&id=5205
Intel Core i9-13900K,"58,722",119,137.04,$428.49,cpu_lookup.php?cpu=Intel+Core+i9-13900K&id=5022
Intel Core i9-13900KF,"57,967",125,144.92,$399.99,cpu_lookup.php?cpu=Intel+Core+i9-13900KF&id=5055
Intel Core i9-13900KS,"61,130",98,130.34,$469.00,cpu_lookup.php?cpu=Intel+Core+i9-13900KS&id=5160
Intel Core i9-13900T,"42,671",231,77.73,$549.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900T&id=5154
Intel Core i9-13900TE,"16,265",932,29.36,$554.00*,cpu_lookup.php?cpu=Intel+Core+i9-13900TE&id=5869
Intel Core i9-13905H,"29,720",391,42.64,$697.00*,cpu_lookup.php?cpu=Intel+Core+i9-13905H&id=5553
Intel Core i9-13950HX,"42,255",234,71.62,$590.00*,cpu_lookup.php?cpu=Intel+Core+i9-13950HX&id=5214
Intel Core i9-13980HX,"46,758",189,70.00,$668.00*,cpu_lookup.php?cpu=Intel+Core+i9-13980HX&id=5201
Intel Core i9-14900,"45,824",203,81.83,$560.00,cpu_lookup.php?cpu=Intel+Core+i9-14900&id=5886
Intel Core i9-14900F,"46,719",190,88.99,$525.00,cpu_lookup.php?cpu=Intel+Core+i9-14900F&id=5833
Intel Core i9-14900HX,"45,420",209,66.89,$679.00*,cpu_lookup.php?cpu=Intel+Core+i9-14900HX&id=5867
Intel Core i9-14900K,"59,101",110,132.22,$447.00,cpu_lookup.php?cpu=Intel+Core+i9-14900K&id=5717
Intel Core i9-14900KF,"58,863",115,138.51,$424.99*,cpu_lookup.php?cpu=Intel+Core+i9-14900KF&id=5684
Intel Core i9-14900KS,"61,103",99,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-14900KS&id=5957
Intel Core i9-14900T,"41,089",245,74.84,$549.00*,cpu_lookup.php?cpu=Intel+Core+i9-14900T&id=5903
Intel Core i9-7900X @ 3.30GHz,"21,050",684,64.77,$325.00,cpu_lookup.php?cpu=Intel+Core+i9-7900X+%40+3.30GHz&id=3035
Intel Core i9-7920X @ 2.90GHz,"23,563",575,162.50,$145.00,cpu_lookup.php?cpu=Intel+Core+i9-7920X+%40+2.90GHz&id=3082
Intel Core i9-7940X @ 3.10GHz,"25,656",501,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-7940X+%40+3.10GHz&id=3094
Intel Core i9-7960X @ 2.80GHz,"28,125",427,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-7960X+%40+2.80GHz&id=3096
Intel Core i9-7980XE @ 2.60GHz,"29,929",386,9.25,"$3,235.10",cpu_lookup.php?cpu=Intel+Core+i9-7980XE+%40+2.60GHz&id=3092
Intel Core i9-8950HK @ 2.90GHz,"10,398",1271,17.84,$583.00*,cpu_lookup.php?cpu=Intel+Core+i9-8950HK+%40+2.90GHz&id=3246
Intel Core i9-9820X @ 3.30GHz,"20,416",723,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9820X+%40+3.30GHz&id=3369
Intel Core i9-9880H @ 2.30GHz,"13,645",1073,24.54,$556.00*,cpu_lookup.php?cpu=Intel+Core+i9-9880H+%40+2.30GHz&id=3456
Intel Core i9-9900 @ 3.10GHz,"16,354",926,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900+%40+3.10GHz&id=3487
Intel Core i9-9900B @ 3.10GHz,"15,893",949,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900B+%40+3.10GHz&id=6103
Intel Core i9-9900K @ 3.60GHz,"18,190",836,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900K+%40+3.60GHz&id=3334
Intel Core i9-9900KF @ 3.60GHz,"18,153",839,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900KF+%40+3.60GHz&id=3435
Intel Core i9-9900KS @ 4.00GHz,"19,467",770,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900KS+%40+4.00GHz&id=3593
Intel Core i9-9900T @ 2.10GHz,"13,158",1110,29.97,$439.00*,cpu_lookup.php?cpu=Intel+Core+i9-9900T+%40+2.10GHz&id=3599
Intel Core i9-9900X @ 3.50GHz,"21,663",655,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9900X+%40+3.50GHz&id=3376
Intel Core i9-9920X @ 3.50GHz,"25,081",518,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9920X+%40+3.50GHz&id=3378
Intel Core i9-9940X @ 3.30GHz,"28,171",423,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9940X+%40+3.30GHz&id=3358
Intel Core i9-9960X @ 3.10GHz,"30,088",383,NA,NA,cpu_lookup.php?cpu=Intel+Core+i9-9960X+%40+3.10GHz&id=3405
Intel Core i9-9980HK @ 2.40GHz,"14,031",1055,24.07,$583.00*,cpu_lookup.php?cpu=Intel+Core+i9-9980HK+%40+2.40GHz&id=3451
Intel Core i9-9980XE @ 3.00GHz,"31,683",351,43.09,$735.19*,cpu_lookup.php?cpu=Intel+Core+i9-9980XE+%40+3.00GHz&id=3373
Intel Core i9-9990XE @ 4.00GHz,"30,162",379,13.94,"$2,163.00*",cpu_lookup.php?cpu=Intel+Core+i9-9990XE+%40+4.00GHz&id=3770
Intel Core M-5Y10 @ 0.80GHz,"1,644",3404,NA,NA,cpu_lookup.php?cpu=Intel+Core+M-5Y10+%40+0.80GHz&id=2316
Intel Core M-5Y10a @ 0.80GHz,"1,905",3228,NA,NA,cpu_lookup.php?cpu=Intel+Core+M-5Y10a+%40+0.80GHz&id=2499
Intel Core M-5Y10c @ 0.80GHz,"1,906",3226,6.78,$281.00*,cpu_lookup.php?cpu=Intel+Core+M-5Y10c+%40+0.80GHz&id=2464
Intel Core M-5Y31 @ 0.90GHz,"1,890",3238,NA,NA,cpu_lookup.php?cpu=Intel+Core+M-5Y31+%40+0.90GHz&id=2515
Intel Core M-5Y51 @ 1.10GHz,"2,035",3139,NA,NA,cpu_lookup.php?cpu=Intel+Core+M-5Y51+%40+1.10GHz&id=2517
Intel Core M-5Y70 @ 1.10GHz,"1,863",3253,NA,NA,cpu_lookup.php?cpu=Intel+Core+M-5Y70+%40+1.10GHz&id=2382
Intel Core M-5Y71 @ 1.20GHz,"2,017",3155,7.18,$281.00*,cpu_lookup.php?cpu=Intel+Core+M-5Y71+%40+1.20GHz&id=2465
Intel Core m3-6Y30 @ 0.90GHz,"2,182",3057,7.76,$281.00*,cpu_lookup.php?cpu=Intel+Core+m3-6Y30+%40+0.90GHz&id=2631
Intel Core m3-7Y30 @ 1.00GHz,"2,552",2835,NA,NA,cpu_lookup.php?cpu=Intel+Core+m3-7Y30+%40+1.00GHz&id=2864
Intel Core m3-7Y32 @ 1.10GHz,"2,732",2734,NA,NA,cpu_lookup.php?cpu=Intel+Core+m3-7Y32+%40+1.10GHz&id=3052
Intel Core m3-8100Y @ 1.10GHz,"2,801",2704,9.97,$281.00*,cpu_lookup.php?cpu=Intel+Core+m3-8100Y+%40+1.10GHz&id=3367
Intel Core m5-6Y54 @ 1.10GHz,"2,272",2998,NA,NA,cpu_lookup.php?cpu=Intel+Core+m5-6Y54+%40+1.10GHz&id=2664
Intel Core m5-6Y57 @ 1.10GHz,"2,346",2956,NA,NA,cpu_lookup.php?cpu=Intel+Core+m5-6Y57+%40+1.10GHz&id=2670
Intel Core m5-7Y54 @ 1.20GHz,"1,475",3526,NA,NA,cpu_lookup.php?cpu=Intel+Core+m5-7Y54+%40+1.20GHz&id=4618
Intel Core m7-6Y75 @ 1.20GHz,"2,364",2945,NA,NA,cpu_lookup.php?cpu=Intel+Core+m7-6Y75+%40+1.20GHz&id=2641
Intel Core Solo T1300 @ 1.66GHz,210,4905,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+T1300+%40+1.66GHz&id=578
Intel Core Solo T1350 @ 1.86GHz,194,4933,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+T1350+%40+1.86GHz&id=579
Intel Core Solo T1400 @ 1.83GHz,253,4840,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+T1400+%40+1.83GHz&id=1632
Intel Core Solo U1300 @ 1.06GHz,127,5024,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+U1300+%40+1.06GHz&id=593
Intel Core Solo U1400 @ 1.20GHz,130,5022,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+U1400+%40+1.20GHz&id=904
Intel Core Solo U1500 @ 1.33GHz,164,4976,NA,NA,cpu_lookup.php?cpu=Intel+Core+Solo+U1500+%40+1.33GHz&id=905
Intel Core Ultra 5 125H,"21,257",675,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+125H&id=5777
Intel Core Ultra 5 125U,"17,059",893,47.00,$363.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+5+125U&id=5840
Intel Core Ultra 5 134U,"12,552",1146,37.81,$332.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+5+134U&id=6065
Intel Core Ultra 5 135H,"22,457",618,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+135H&id=5817
Intel Core Ultra 5 135U,"17,487",870,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+135U&id=5860
Intel Core Ultra 5 225,"31,756",347,129.09,$246.00,cpu_lookup.php?cpu=Intel+Core+Ultra+5+225&id=6469
Intel Core Ultra 5 225F,"31,522",354,136.46,$231.00,cpu_lookup.php?cpu=Intel+Core+Ultra+5+225F&id=6457
Intel Core Ultra 5 225H,"27,953",436,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+225H&id=6525
Intel Core Ultra 5 225T,"23,640",567,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+225T&id=6550
Intel Core Ultra 5 225U,"18,476",815,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+225U&id=6521
Intel Core Ultra 5 226V,"18,990",791,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+226V&id=6303
Intel Core Ultra 5 228V,"16,667",911,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+228V&id=6364
Intel Core Ultra 5 235,"40,523",251,157.68,$257.00,cpu_lookup.php?cpu=Intel+Core+Ultra+5+235&id=6526
Intel Core Ultra 5 235H,"23,841",562,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+5+235H&id=6370
Intel Core Ultra 5 235U,"17,595",863,53.00,$332.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+5+235U&id=6434
Intel Core Ultra 5 236V,"19,141",784,47.50,$403.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+5+236V&id=6476
Intel Core Ultra 5 238V,"19,038",790,41.93,$454.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+5+238V&id=6463
Intel Core Ultra 5 245K,"43,597",226,161.48,$269.99,cpu_lookup.php?cpu=Intel+Core+Ultra+5+245K&id=6324
Intel Core Ultra 5 245KF,"43,683",223,153.28,$284.99,cpu_lookup.php?cpu=Intel+Core+Ultra+5+245KF&id=6336
Intel Core Ultra 7 155H,"24,945",522,49.59,$503.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+7+155H&id=5677
Intel Core Ultra 7 155U,"16,473",919,33.62,$490.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+7+155U&id=5965
Intel Core Ultra 7 164U,"13,377",1092,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+164U&id=6030
Intel Core Ultra 7 165H,"26,375",479,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+165H&id=5816
Intel Core Ultra 7 165U,"17,400",880,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+165U&id=5825
Intel Core Ultra 7 255H,"28,892",404,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+255H&id=6471
Intel Core Ultra 7 255U,"19,791",755,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+255U&id=6488
Intel Core Ultra 7 256V,"20,026",745,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+256V&id=6294
Intel Core Ultra 7 258V,"19,043",789,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+258V&id=6281
Intel Core Ultra 7 265,"47,516",185,125.05,$379.99,cpu_lookup.php?cpu=Intel+Core+Ultra+7+265&id=6423
Intel Core Ultra 7 265F,"50,090",170,143.12,$349.99,cpu_lookup.php?cpu=Intel+Core+Ultra+7+265F&id=6558
Intel Core Ultra 7 265K,"58,747",118,173.30,$338.99,cpu_lookup.php?cpu=Intel+Core+Ultra+7+265K&id=6326
Intel Core Ultra 7 265KF,"58,966",114,173.43,$339.99,cpu_lookup.php?cpu=Intel+Core+Ultra+7+265KF&id=6338
Intel Core Ultra 7 265U,"18,632",810,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+265U&id=6446
Intel Core Ultra 7 266V,"20,170",738,38.79,$520.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+7+266V&id=6448
Intel Core Ultra 7 268V,"20,286",732,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+7+268V&id=6393
Intel Core Ultra 9 185H,"29,450",395,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+9+185H&id=5815
Intel Core Ultra 9 275HX,"56,579",136,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+9+275HX&id=6492
Intel Core Ultra 9 285,"54,139",146,92.55,$584.99,cpu_lookup.php?cpu=Intel+Core+Ultra+9+285&id=6443
Intel Core Ultra 9 285H,"32,694",333,50.22,$651.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+9+285H&id=6444
Intel Core Ultra 9 285HX,"60,859",100,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+9+285HX&id=6608
Intel Core Ultra 9 285K,"68,044",74,115.44,$589.45,cpu_lookup.php?cpu=Intel+Core+Ultra+9+285K&id=6296
Intel Core Ultra 9 285T,"36,782",279,67.00,$549.00*,cpu_lookup.php?cpu=Intel+Core+Ultra+9+285T&id=6510
Intel Core Ultra 9 288V,"20,791",699,NA,NA,cpu_lookup.php?cpu=Intel+Core+Ultra+9+288V&id=6290
Intel Core2 Duo E4300 @ 1.80GHz,588,4431,15.08,$39.00*,cpu_lookup.php?cpu=Intel+Core2+Duo+E4300+%40+1.80GHz&id=1678
Intel Core2 Duo E4400 @ 2.00GHz,725,4271,36.29,$19.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E4400+%40+2.00GHz&id=935
Intel Core2 Duo E4500 @ 2.20GHz,743,4247,67.52,$11.00*,cpu_lookup.php?cpu=Intel+Core2+Duo+E4500+%40+2.20GHz&id=936
Intel Core2 Duo E4600 @ 2.40GHz,875,4089,5.54,$157.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+E4600+%40+2.40GHz&id=937
Intel Core2 Duo E4700 @ 2.60GHz,900,4062,33.34,$26.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E4700+%40+2.60GHz&id=938
Intel Core2 Duo E6300 @ 1.86GHz,652,4366,7.24,$89.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6300+%40+1.86GHz&id=908
Intel Core2 Duo E6320 @ 1.86GHz,717,4277,17.94,$39.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6320+%40+1.86GHz&id=909
Intel Core2 Duo E6400 @ 2.13GHz,774,4209,25.86,$29.94*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6400+%40+2.13GHz&id=939
Intel Core2 Duo E6420 @ 2.13GHz,752,4234,18.79,$39.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6420+%40+2.13GHz&id=911
Intel Core2 Duo E6540 @ 2.33GHz,808,4163,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E6540+%40+2.33GHz&id=940
Intel Core2 Duo E6550 @ 2.33GHz,906,4054,68.13,$13.30*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6550+%40+2.33GHz&id=941
Intel Core2 Duo E6600 @ 2.40GHz,941,4017,53.88,$17.46*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6600+%40+2.40GHz&id=912
Intel Core2 Duo E6700 @ 2.66GHz,990,3972,33.02,$29.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6700+%40+2.66GHz&id=1668
Intel Core2 Duo E6750 @ 2.66GHz,"1,024",3936,99.43,$10.30*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6750+%40+2.66GHz&id=942
Intel Core2 Duo E6850 @ 3.00GHz,"1,154",3800,22.54,$51.20*,cpu_lookup.php?cpu=Intel+Core2+Duo+E6850+%40+3.00GHz&id=943
Intel Core2 Duo E7200 @ 2.53GHz,991,3968,21.09,$47.00*,cpu_lookup.php?cpu=Intel+Core2+Duo+E7200+%40+2.53GHz&id=944
Intel Core2 Duo E7300 @ 2.66GHz,952,4008,19.06,$49.96*,cpu_lookup.php?cpu=Intel+Core2+Duo+E7300+%40+2.66GHz&id=945
Intel Core2 Duo E7400 @ 2.80GHz,"1,041",3917,21.25,$48.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E7400+%40+2.80GHz&id=946
Intel Core2 Duo E7500 @ 2.93GHz,"1,152",3802,7.73,$149.00,cpu_lookup.php?cpu=Intel+Core2+Duo+E7500+%40+2.93GHz&id=947
Intel Core2 Duo E7600 @ 3.06GHz,"1,150",3807,9.59,$119.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+E7600+%40+3.06GHz&id=948
Intel Core2 Duo E8135 @ 2.40GHz,973,3984,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8135+%40+2.40GHz&id=1483
Intel Core2 Duo E8135 @ 2.66GHz,"1,112",3836,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8135+%40+2.66GHz&id=949
Intel Core2 Duo E8200 @ 2.66GHz,"1,137",3818,14.96,$75.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E8200+%40+2.66GHz&id=950
Intel Core2 Duo E8235 @ 2.80GHz,"1,020",3942,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8235+%40+2.80GHz&id=951
Intel Core2 Duo E8290 @ 2.83GHz,"1,408",3576,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8290+%40+2.83GHz&id=1790
Intel Core2 Duo E8300 @ 2.83GHz,"1,019",3943,50.99,$19.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E8300+%40+2.83GHz&id=952
Intel Core2 Duo E8335 @ 2.66GHz,"1,121",3829,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8335+%40+2.66GHz&id=953
Intel Core2 Duo E8335 @ 2.93GHz,"1,060",3898,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+E8335+%40+2.93GHz&id=954
Intel Core2 Duo E8400 @ 3.00GHz,"1,210",3739,52.53,$23.03,cpu_lookup.php?cpu=Intel+Core2+Duo+E8400+%40+3.00GHz&id=955
Intel Core2 Duo E8435 @ 3.06GHz,"1,104",3845,18.41,$59.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+E8435+%40+3.06GHz&id=956
Intel Core2 Duo E8500 @ 3.16GHz,"1,289",3663,11.73,$109.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+E8500+%40+3.16GHz&id=5
Intel Core2 Duo E8600 @ 3.33GHz,"1,360",3609,13.74,$98.95,cpu_lookup.php?cpu=Intel+Core2+Duo+E8600+%40+3.33GHz&id=957
Intel Core2 Duo L7100 @ 1.20GHz,467,4568,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7100+%40+1.20GHz&id=958
Intel Core2 Duo L7300 @ 1.40GHz,536,4496,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7300+%40+1.40GHz&id=959
Intel Core2 Duo L7400 @ 1.50GHz,516,4519,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7400+%40+1.50GHz&id=960
Intel Core2 Duo L7500 @ 1.60GHz,657,4355,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7500+%40+1.60GHz&id=961
Intel Core2 Duo L7700 @ 1.80GHz,677,4328,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7700+%40+1.80GHz&id=962
Intel Core2 Duo L7800 @ 2.00GHz,680,4326,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L7800+%40+2.00GHz&id=1822
Intel Core2 Duo L9300 @ 1.60GHz,690,4314,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L9300+%40+1.60GHz&id=963
Intel Core2 Duo L9600 @ 2.13GHz,788,4192,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+L9600+%40+2.13GHz&id=965
Intel Core2 Duo P7350 @ 2.00GHz,729,4263,36.48,$19.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+P7350+%40+2.00GHz&id=966
Intel Core2 Duo P7370 @ 2.00GHz,790,4188,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+P7370+%40+2.00GHz&id=967
Intel Core2 Duo P7450 @ 2.13GHz,793,4185,19.82,$39.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+P7450+%40+2.13GHz&id=968
Intel Core2 Duo P7550 @ 2.26GHz,830,4144,3.61,$229.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+P7550+%40+2.26GHz&id=970
Intel Core2 Duo P7570 @ 2.26GHz,870,4093,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+P7570+%40+2.26GHz&id=971
Intel Core2 Duo P8400 @ 2.26GHz,863,4102,2.91,$297.01*,cpu_lookup.php?cpu=Intel+Core2+Duo+P8400+%40+2.26GHz&id=973
Intel Core2 Duo P8600 @ 2.40GHz,854,4113,17.37,$49.18*,cpu_lookup.php?cpu=Intel+Core2+Duo+P8600+%40+2.40GHz&id=974
Intel Core2 Duo P8700 @ 2.53GHz,962,3994,11.33,$84.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+P8700+%40+2.53GHz&id=975
Intel Core2 Duo P8800 @ 2.66GHz,937,4020,16.44,$56.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+P8800+%40+2.66GHz&id=976
Intel Core2 Duo P9300 @ 2.26GHz,952,4010,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+P9300+%40+2.26GHz&id=977
Intel Core2 Duo P9500 @ 2.53GHz,993,3966,0.99,$998.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+P9500+%40+2.53GHz&id=979
Intel Core2 Duo P9600 @ 2.53GHz,"1,040",3918,46.23,$22.50*,cpu_lookup.php?cpu=Intel+Core2+Duo+P9600+%40+2.53GHz&id=980
Intel Core2 Duo P9600 @ 2.66GHz,"1,093",3853,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+P9600+%40+2.66GHz&id=981
Intel Core2 Duo P9700 @ 2.80GHz,"1,178",3774,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+P9700+%40+2.80GHz&id=982
Intel Core2 Duo SL9400 @ 1.86GHz,759,4221,3.00,$253.00*,cpu_lookup.php?cpu=Intel+Core2+Duo+SL9400+%40+1.86GHz&id=964
Intel Core2 Duo SP9400 @ 2.40GHz,863,4103,3.04,$284.00*,cpu_lookup.php?cpu=Intel+Core2+Duo+SP9400+%40+2.40GHz&id=978
Intel Core2 Duo SU9400 @ 1.40GHz,511,4525,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+SU9400+%40+1.40GHz&id=1019
Intel Core2 Duo T5200 @ 1.60GHz,470,4564,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5200+%40+1.60GHz&id=920
Intel Core2 Duo T5250 @ 1.50GHz,556,4472,6.18,$89.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+T5250+%40+1.50GHz&id=983
Intel Core2 Duo T5270 @ 1.40GHz,427,4602,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5270+%40+1.40GHz&id=984
Intel Core2 Duo T5300 @ 1.73GHz,530,4504,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5300+%40+1.73GHz&id=921
Intel Core2 Duo T5450 @ 1.66GHz,583,4439,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5450+%40+1.66GHz&id=985
Intel Core2 Duo T5470 @ 1.60GHz,590,4429,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5470+%40+1.60GHz&id=986
Intel Core2 Duo T5500 @ 1.66GHz,574,4446,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5500+%40+1.66GHz&id=922
Intel Core2 Duo T5550 @ 1.83GHz,638,4376,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5550+%40+1.83GHz&id=987
Intel Core2 Duo T5600 @ 1.83GHz,657,4354,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5600+%40+1.83GHz&id=923
Intel Core2 Duo T5670 @ 1.80GHz,616,4402,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5670+%40+1.80GHz&id=988
Intel Core2 Duo T5750 @ 2.00GHz,710,4287,71.10,$9.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+T5750+%40+2.00GHz&id=989
Intel Core2 Duo T5800 @ 2.00GHz,627,4389,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5800+%40+2.00GHz&id=990
Intel Core2 Duo T5850 @ 2.16GHz,726,4270,26.13,$27.79*,cpu_lookup.php?cpu=Intel+Core2+Duo+T5850+%40+2.16GHz&id=991
Intel Core2 Duo T5870 @ 2.00GHz,705,4293,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5870+%40+2.00GHz&id=992
Intel Core2 Duo T5900 @ 2.20GHz,652,4365,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T5900+%40+2.20GHz&id=993
Intel Core2 Duo T6400 @ 2.00GHz,730,4261,48.70,$14.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+T6400+%40+2.00GHz&id=994
Intel Core2 Duo T6500 @ 2.10GHz,747,4243,49.83,$14.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+T6500+%40+2.10GHz&id=995
Intel Core2 Duo T6570 @ 2.10GHz,774,4208,20.11,$38.50*,cpu_lookup.php?cpu=Intel+Core2+Duo+T6570+%40+2.10GHz&id=996
Intel Core2 Duo T6600 @ 2.20GHz,807,4165,20.19,$39.97*,cpu_lookup.php?cpu=Intel+Core2+Duo+T6600+%40+2.20GHz&id=997
Intel Core2 Duo T6670 @ 2.20GHz,833,4138,NA,NA,cpu_lookup.php?cpu=Intel+Core2+Duo+T6670+%40+2.20GHz&id=998
Intel Core2 Duo T7100 @ 1.80GHz,599,4417,39.94,$14.99*,cpu_lookup.php?cpu=Intel+Core2+Duo+T7100+%40+1.80GHz&id=999
Intel Core2 Duo T7200 @ 2.00GHz,747,4242,8.31,$89.95,cpu_lookup.php?cpu=Intel+Core2+Duo+T7200+%40+2.00GHz&id=927
Intel Core2 Duo T7250 @ 2.00GHz,705,4292,3.50,$201.48*,cpu_lookup.php?cpu=Intel+Core2+Duo+T7250+%40+2.00GHz&id=1000
Intel Core2 Duo T7300 @ 2.00GHz,693,4308,7.71,$89.95*,cpu_lookup.php?cpu=Intel+Core2+Duo+T7300+%40+2.00GHz&id=1001
