name,steam_appid,is_free,header_image,minimum_req,genres,recommendations,release_date
你已经猜到结局了吗,1788850,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1788850/header.jpg?t=1734494320,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""win7\\u53ca\\u5176\\u4ee5\\u4e0a"", ""Processor"": ""\\u80fd\\u8dd1\\u5f97\\u4e86\\u7cfb\\u7edf\\u5c31\\u80fd\\u8dd1\\u6211\\u6e38\\u620f"", ""Memory"": ""2 GB RAM"", ""DirectX"": ""Version 90"", ""Storage"": ""500 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",329,"14 Jul, 2022"
Maid Cafe on Electric Street,1789030,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789030/header.jpg?t=1738660322,"['{""OS "": ""Windows 7  Windows 8  Windows 10 64 bit"", ""Processor"": ""250GHz"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""HD4400"", ""DirectX"": ""Version 11"", ""Storage"": ""2 GB available space"", ""Additional Notes"": ""1920x1080 screen resolution""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",452,"17 Nov, 2024"
Monster Girl's Labyrinth,1789470,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789470/header.jpg?t=1637513731,"['{""OS "": ""Windows XP Vista 7 or later A DirectX 9 or later"", ""Memory"": ""32 MB RAM"", ""Graphics"": ""A DirectX 9 or later compatible graphics card"", ""DirectX"": ""Version 90"", ""Storage"": ""76 MB available space"", ""Sound Card"": ""DirectX 9 compatible sound card or integrated sound chip""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",369,"9 Nov, 2021"
Marauders,1789480,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789480/header.jpg?t=1692287489,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel Core i56600AMD Ryzen 3 1300X"", ""Memory"": ""12 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 960 4GBAMD Radeon R9 380 4GB"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""10 GB available space"", ""Additional Notes"": ""Be advised Marauders is still in development so these requirements are subject to change before the release""}']","[{'id': '1', 'description': 'Action'}, {'id': '70', 'description': 'Early Access'}]",12970,"3 Oct, 2022"
"Love, Ghostie",1789490,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789490/header.jpg?t=1742581319,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 or later 64bit"", ""Processor"": ""x64 architecture with SSE2 instruction set support"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Graphics card with DX10 capabilities"", ""Storage"": ""1 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",368,"14 Aug, 2024"
NEKO-MIMI SWEET HOUSEMATES Vol. 1,1789650,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1789650/header.jpg?t=1659396207,"['{""OS "": ""Windows 7 and above"", ""Processor"": ""Intel Core i5 or higher"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""OpenGL 33 or later"", ""Storage"": ""1100 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",309,"8 Apr, 2022"
Rogue AI Simulator,1790370,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790370/header.jpg?t=1732299016,"['{""OS "": ""Windows 7 or newer"", ""Processor"": ""Processor 2 GHz Dual Core"", ""Memory"": ""256 MB RAM"", ""Graphics"": ""OpenGL 21 compatible 3D graphics card with 256 MB VRAM"", ""DirectX"": ""Version 90"", ""Storage"": ""250 MB available space"", ""Sound Card"": ""DirectX 90c compatible sound card""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",331,"11 Jan, 2023"
Eldritch Lands: The Witch Queen's Eternal War,1790380,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790380/header.jpg?t=1640246456,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""Storage"": ""150 MB available space""}']","[{'id': '37', 'description': 'Free To Play'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",,"23 Dec, 2021"
Regular Factory: Escape Room,1790490,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790490/header.jpg?t=1726915228,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel Core i3 200 GHz"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""NVIDIA GeForce 450"", ""DirectX"": ""Version 11"", ""Storage"": ""9 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",186,"13 Apr, 2022"
DRAGON BALL: Sparking! ZERO,1790600,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790600/header.jpg?t=1743091281,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""Intel Core i59600K  AMD Ryzen 5 2600"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 980  AMD Radeon RX 590  Intel Arc A750"", ""DirectX"": ""Version 12"", ""Storage"": ""29 GB available space"", ""Additional Notes"": ""Estimated performance 1080p60fps with graphics settings at Low Framerate might drop in graphicsintensive scenes  64bit processor and operating system are required""}']","[{'id': '1', 'description': 'Action'}]",44267,"10 Oct, 2024"
Anica,1790770,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790770/header.jpg?t=1678191271,"['{""OS "": ""Microsoft Windows 8110 64bit"", ""Processor"": ""Intel Core i34340 or better"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Compatible OpenGL  VRAM 1GB or better"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""Any""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"28 Jan, 2023"
Fantasteroids,1790870,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1790870/header.jpg?t=1664214957,"['{""OS"": ""10"", ""Processor"": ""Intel Core i2"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Intel HD Graphics"", ""Storage"": ""2 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]",,"26 Sep, 2022"
Phantom-OS,1791080,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791080/header.jpg?t=1683484120,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Quadcore Intel or AMD processor 25 GHz or faster processors"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1660 or AMD equivalent"", ""DirectX"": ""Version 11"", ""Storage"": ""7 GB available space"", ""Sound Card"": ""DirectX compatible sound card"", ""Additional Notes"": ""System requirements subject to change as the game develops""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",,"17 Apr, 2023"
Virtual Aquarium - Overlay Desktop Game,1791120,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791120/header.jpg?t=1671753760,"['{""OS"": ""Windows 10"", ""Processor"": ""20 GHz Intel i3 or equivalent"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""HD Graphics 4000 or above"", ""DirectX"": ""Version 90"", ""Storage"": ""512 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '28', 'description': 'Simulation'}]",,"2 Apr, 2022"
Protect The Treasure,1791300,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791300/header.jpg?t=1638623985,"['{""OS "": ""Windows 7  10"", ""Processor"": ""Intel Core i32330M CPU  220 GHz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Intel HD Graphics 3000"", ""Storage"": ""900 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"4 Nov, 2021"
Vortle,1791430,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791430/header.jpg?t=1646558500,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""10"", ""DirectX"": ""Version 10"", ""Storage"": ""2000 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"14 Dec, 2021"
Sunset Hills,1791590,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791590/header.jpg?t=1741949621,"['{""OS "": ""Windows 7 64bit"", ""Processor"": ""Intel Core 2 Duo E5200"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""GeForce 9800GTX 1GB"", ""DirectX"": ""Version 10"", ""Storage"": ""8 GB available space"", ""Additional Notes"": ""1080p 169 recommended""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",402,"20 Aug, 2024"
Touhou Mystery Reel,1791610,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791610/header.jpg?t=1664612936,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows7"", ""Processor"": ""Intel i32100  AMD A85600k"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 650"", ""DirectX"": ""Version 11"", ""Storage"": ""200 MB available space"", ""Sound Card"": ""Something can ring just fine""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]",,"13 Feb, 2022"
Kingdoms Conquer / 攻城天下,1791700,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791700/header.jpg?t=1662716270,"['{""OS "": ""Windows 710"", ""Processor"": ""Intel i3"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""1GB RAM"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""2 GB available space""}']","[{'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",,"16 Nov, 2021"
Silent Rain,1791910,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1791910/header.jpg?t=1726644533,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64Bit"", ""Processor"": ""Intel Core i54590  AMD Ryzen 5 2600"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GTX 970  AMD Radeon R9 390"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""15 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",173,"15 Jul, 2024"
The Timeless Child - Prologue,1792010,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792010/header.jpg?t=1649747090,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel Core i56400 or AMD Ryzen 5 2600"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 750 1 GB or AMD Radeon Pro 450 2 GB"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""4 GB available space"", ""Additional Notes"": ""Microphone required""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"10 Dec, 2021"
The Faded - Chapter 1 - The Perish Forest Demo,1792070,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792070/header.jpg?t=1642658868,"['{""OS "": ""Windows 7"", ""Processor"": ""15 GHz or more"", ""Memory"": ""1024 MB RAM"", ""Graphics"": ""128 MB"", ""Storage"": ""100 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"1 Nov, 2021"
Serious Sam: Siberian Mayhem,1792250,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792250/header.jpg?t=1710764267,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""4core CPU  25 GHz"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""nVidia GeForce 7809701050 or AMD Radeon 7950280470 3 GB VRAM"", ""DirectX"": ""Version 11"", ""Storage"": ""25 GB available space"", ""Additional Notes"": ""Requirements are based on 720p rendering resolution at 30 FPS""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",3992,"25 Jan, 2022"
Lolita Creator,1792450,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792450/header.jpg?t=1678200107,"['{""OS "": ""Windows 7""}']","[{'id': '4', 'description': 'Casual'}]",,"2 Nov, 2021"
Boring Movies,1792500,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792500/header.jpg?t=1731683191,"['{""OS "": ""Windows 7 or Newer"", ""Processor"": ""24Hz Dual Core"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Integrated HD Intel"", ""DirectX"": ""Version 90"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""150 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"5 Nov, 2024"
Crow Story,1792610,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792610/header.jpg?t=1725124779,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64 bit"", ""Processor"": ""30 GHz processor"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 960"", ""DirectX"": ""Version 11"", ""Storage"": ""300 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"24 Dec, 2021"
SpookyKillers: Chapter 1,1792650,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792650/header.jpg?t=1734544289,"['{""OS "": ""Windows 7 64 bit"", ""Processor"": ""Dual Core 24Ghz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 630  Radeon HD 6570 or above"", ""Storage"": ""800 MB available space"", ""Sound Card"": ""DirectX Compatible Sound Card"", ""Additional Notes"": ""Gamepads Recommended""}']","[{'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"27 Dec, 2021"
the hardest game in the universe 2,1792700,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792700/header.jpg?t=1725043132,"['{""OS "": ""windows 7"", ""Processor"": ""intel core"", ""Memory"": ""1 GB RAM"", ""DirectX"": ""Version 90c"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"8 Nov, 2022"
Blade&Sword,1792820,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792820/header.jpg?t=1645688410,"['{""OS "": ""Windows982000XPVista78110"", ""Processor"": ""Pentium II 266 MHz"", ""Memory"": ""128 MB RAM"", ""Graphics"": ""4MB VRAM"", ""DirectX"": ""Version 81"", ""Storage"": ""1400 MB available space"", ""Sound Card"": ""Windows Compatible""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]",668,"23 Feb, 2022"
Celerity,1793020,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793020/header.jpg?t=1724106302,"['{""OS "": ""Windows 7"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Intel HD Graphics"", ""Storage"": ""500 MB available space"", ""Additional Notes"": ""Requirements may change later""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",114,"16 Dec, 2021"
Romancing SaGa -Minstrel Song- Remastered,1793030,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793030/header.jpg?t=1724831237,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit  Windows 11 64bit"", ""Processor"": ""AMD A87600\\u3000Intel Core i34330"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""AMD Radeon R7 240  Intel HD Graphics 4600  NVIDIA GeForce GT 730"", ""DirectX"": ""Version 11"", ""Storage"": ""15 GB available space"", ""Sound Card"": ""DirectX Compatible Sound Card"", ""Additional Notes"": ""30 FPS  1280x720""}']","[{'id': '3', 'description': 'RPG'}]",259,"1 Dec, 2022"
PlanetDrop - A Tiny Space Adventure,1793060,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793060/header.jpg?t=1636123502,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core i34000M"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""NVIDIA GeForce GT 740M"", ""Storage"": ""800 MB available space"", ""Additional Notes"": ""Monitor 1400x900 capable""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",,"4 Nov, 2021"
Blockbuster Inc.,1793090,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793090/header.jpg?t=1730895712,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""3 GHz Dual Core Processor"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""GTX 660  R7 370  3 GB Video Memory"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""5 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]",483,"6 Jun, 2024"
Racine,1793170,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793170/header.jpg?t=1727786294,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel i5"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Nvidia 450 GTS  Radeon HD 5750 or better"", ""Storage"": ""250 MB available space""}']","[{'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",206,"6 Nov, 2023"
Take Me To The Dungeon!!,1793250,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793250/header.jpg?t=1736151155,"['{""OS "": ""Windows 7"", ""Processor"": ""Core 2"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""HD620"", ""DirectX"": ""Version 90c""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",3133,"28 Jun, 2023"
Delivery INC,1793260,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793260/header.jpg?t=1744380442,"['{""OS "": ""Windows 7"", ""Processor"": ""2 Ghz"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""NVIDIA GeForce GT 650"", ""DirectX"": ""Version 10"", ""Network"": ""Broadband Internet connection""}']","[{'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",201,"27 Jul, 2023"
Blue Fire: Void Maker,1793350,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793350/header.jpg?t=1726840686,"['{""OS"": ""Windows 10 64bit"", ""Processor"": ""Requires a 64bit Dual Core 30GHz processor"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""DirectX 11 or DirectX 12 compatible graphics card"", ""DirectX"": ""Version 11"", ""Storage"": ""5 GB available space""}']","[{'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"4 Feb, 2022"
Exquisite Ghorpse Story,1793370,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793370/header.jpg?t=1637340747,"['{""OS"": ""Windows 10"", ""Processor"": ""21st Century Processor"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Nice"", ""DirectX"": ""Version 90"", ""Storage"": ""140 MB available space"", ""Sound Card"": ""You have one of these""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"19 Nov, 2021"
Gamer Girls: Cyberpunk 2069,1793840,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1793840/header.jpg?t=1726138063,"['{""OS "": ""Windows 7810"", ""Processor"": ""Intel Core 2 Duo"", ""Memory"": ""2048 MB RAM"", ""Graphics"": ""Nvidia GeForce 720"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]",251,"11 Dec, 2021"
After Dark VR,1794250,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794250/header.jpg?t=1691496125,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel Core i54590  AMD Ryzen 5 2600"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GTX 970  AMD Radeon R9 390"", ""DirectX"": ""Version 11"", ""Storage"": ""12 GB available space"", ""VR Support"": ""SteamVR Oculus PC or OpenXR Standing Only""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]",,"21 Jan, 2022"
Kawaii Neko Girls 2,1794330,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794330/header.jpg?t=1738362567,"['{""OS "": ""Windows 710"", ""Processor"": ""2 Ghz Dual Core Intel  AMD"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""1 GB"", ""Storage"": ""1 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",,"6 Mar, 2023"
dig,1794440,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794440/header.jpg?t=1691168398,"['{""OS"": ""7"", ""Processor"": ""a processor with X64 architecture"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""DX10capable GPUs"", ""DirectX"": ""Version 90"", ""Storage"": ""200 MB available space""}']","[{'id': '4', 'description': 'Casual'}]",,"14 Nov, 2021"
MILFs of Sunville - Season 1,1794470,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794470/header.jpg?t=1740513399,"['{""OS "": ""Windows 7 or higher"", ""Processor"": ""20 GHz Core 2 Duo"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""OpenGL 20 or DirectX 90c compatible"", ""Storage"": ""8 GB available space""}']","[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",2581,"2 Jun, 2023"
SPY RUMBLE,1794490,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794490/da218fca74cdf3de1999b85eb2ba2bf2f03e1159/header.jpg?t=1744171511,"['{""OS"": ""Windows 10\\u4ee5\\u964d"", ""Processor"": ""Core i33225 33 GHz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Intel HD 4000 Intel Iris Pro 5200"", ""DirectX"": ""Version 11"", ""Storage"": ""15 GB available space"", ""Sound Card"": ""DirectX Compatible Sound Card""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",,"28 Jun, 2023"
OLI,1794530,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794530/header.jpg?t=1652711787,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 10  Windows 7"", ""Processor"": ""2 GHz"", ""Memory"": ""3 GB RAM"", ""Storage"": ""3 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"29 Mar, 2022"
Vampire Survivors,1794680,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794680/4cfa9dc8dce669bc82a21d4d894e4f85f73c4e72/header_alt_assets_7.jpg?t=1744304703,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""x64 architecture with SSE2 instruction set support"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""DX11 DX12 capable"", ""Storage"": ""600 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",236130,"20 Oct, 2022"
THE SPRITE TRIALS,1794730,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794730/header.jpg?t=1695820546,"['{""OS "": ""Windows 7 or newer"", ""Processor"": ""2GHz"", ""Memory"": ""1 GB RAM"", ""DirectX"": ""Version 90"", ""Storage"": ""100 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]",,"16 Nov, 2021"
SiNiSistar Lite Version,1794780,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794780/header.jpg?t=1638237033,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core i5"", ""Memory"": ""2 GB RAM"", ""DirectX"": ""Version 10"", ""Storage"": ""500 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",522,"29 Nov, 2021"
Perceptio,1794840,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1794840/header.jpg?t=1649548447,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""CPU Intel i54590  AMD FX 8350 or better"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""AMD Radion RX 480 NVIDIA GTX 1060 or better"", ""Storage"": ""450 MB available space"", ""VR Support"": ""SteamVR or OpenXR""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",,"9 Apr, 2022"
