name,steam_appid,is_free,header_image,minimum_req,genres,recommendations,release_date
100 hidden cups,1740240,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740240/header.jpg?t=1675979450,"['{""OS "": ""Windows 7 8 10"", ""Processor"": ""23 GHz Dual Core"", ""Memory"": ""1024 MB RAM"", ""Graphics"": ""Intel HD 4000"", ""Storage"": ""25 MB available space"", ""Sound Card"": ""Any"", ""Additional Notes"": ""1080p 169 recommended Mouse""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",363,"15 Sep, 2021"
Dynarog 2,1740270,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740270/header.jpg?t=1631982592,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel core i5 6700 14GHZ"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Nvidia GEFORCE 950"", ""Storage"": ""248 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"12 Sep, 2021"
Smushi Come Home,1740300,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740300/header.jpg?t=1741450030,"['{""OS "": ""Windows 7 or later"", ""Processor"": ""35 GHz processor"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GTX 460 1024 MB or equivalent  Radeon HD 7770 1024 MB"", ""Storage"": ""800 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",1571,"10 Jun, 2023"
Gutting Goblins!,1740320,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740320/header.jpg?t=1656705619,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel i5"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""NA"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",,"30 Sep, 2021"
The Lands of Eldyn,1740540,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740540/header.jpg?t=1635787647,"['{""OS "": ""Windows XP  Vista  7  8"", ""Processor"": ""2 Ghz"", ""Memory"": ""512 MB RAM"", ""Graphics"": ""1280x720 minimum resolution OpenGL 20 Support and recommended dedicated graphics card with 128 MB of RAM"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""256 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}]",,"1 Nov, 2021"
Tengin Music Engine,1740630,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740630/header.jpg?t=1702956019,"['{""OS "": ""Windows 7"", ""Processor"": ""AMD Ryzen 7 3700X or Intel Core i79700K"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""AMD Radeon RX 5700 or NVIDIA GeForce GTX 1070"", ""Storage"": ""15 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}, {'id': '70', 'description': 'Early Access'}]",,"7 Sep, 2022"
Miraculous: Rise of the Sphinx,1740660,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740660/header.jpg?t=1666713990,"['{""OS "": ""Windows 7 64 Bit"", ""Processor"": ""4 Cores 25 GHz"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVidia GTX 960 M"", ""DirectX"": ""Version 12"", ""Storage"": ""4 GB available space""}']","[{'id': '25', 'description': 'Adventure'}]",113,"25 Oct, 2022"
Voodoo Detective,1740680,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740680/header.jpg?t=1725745157,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 SP1 and Windows 10"", ""Processor"": ""x86 x64 architecture with SSE2 instruction set support"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""DX10 DX11 DX12 capable"", ""Storage"": ""3 GB available space"", ""Additional Notes"": ""The game was built to run on anything as or more powerful than an iPhone SE 2016""}']","[{'id': '25', 'description': 'Adventure'}]",312,"24 May, 2022"
Three Pigeons in a Trench Coat,1740710,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740710/header.jpg?t=1639680333,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows XP"", ""Processor"": ""16ghz"", ""Memory"": ""1 MB RAM"", ""Graphics"": ""Any"", ""DirectX"": ""Version 11"", ""Storage"": ""140 MB available space"", ""Sound Card"": ""any""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",,"16 Dec, 2021"
Have a Nice Death,1740720,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740720/header.jpg?t=1717104630,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64Bit"", ""Processor"": ""Intel Core i3 6100"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 650 or higher    AMD R7 360 or higher  Some crashes may occur with Integrated graphics GPU built into the processor"", ""Storage"": ""2 GB available space"", ""Additional Notes"": ""Specifications are not final and are subject to change Intel HD may crash""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",9019,"22 Mar, 2023"
Flesh Water,1740730,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740730/header.jpg?t=1669775017,"['{""Additional Notes"": ""Should work on everything""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"3 Nov, 2021"
角斗士学院（Gladiator School）,1740850,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740850/header.jpg?t=1679033185,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""Intel i3"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Intel HD 5000"", ""Storage"": ""2 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",334,"28 Feb, 2022"
JellyCar Worlds,1740930,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1740930/header.jpg?t=1724336691,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64bit"", ""Processor"": ""Dual Core 24Ghz"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""DX10capable GPU"", ""Storage"": ""512 MB available space"", ""Sound Card"": ""DirectX Compatible Sound Card""}']","[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]",838,"8 Dec, 2022"
Last Devil,1741040,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1741040/header.jpg?t=1721332543,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""Intel Core 2 Dual or AMD Equivalent"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""HD Intel Graphics"", ""Storage"": ""4 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}]",696,"15 Mar, 2023"
Solanaceae: After All,1741080,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1741080/header.jpg?t=1691868674,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""OS Windows 7"", ""Processor"": ""166 Ghz"", ""Memory"": ""512 MB RAM"", ""Graphics"": ""DirectX or OpenGL compatible card"", ""Storage"": ""1200 MB available space"", ""Additional Notes"": ""This is subject to change""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",,"6 Oct, 2022"
War Wind,1741140,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1741140/header.jpg?t=1728494111,"['{""OS "": ""Windows XP  Vista  7  8  10"", ""Processor"": ""18 GHz"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""3D graphics card compatible with DirectX 90c and 256 MB VRAM"", ""DirectX"": ""Version 90c"", ""Storage"": ""500 MB available space""}']","[{'id': '2', 'description': 'Strategy'}]",,"15 Sep, 2021"
Shadows of Forbidden Gods,1741640,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1741640/header.jpg?t=1712014914,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel i52500 or equivalent"", ""Memory"": ""1024 MB RAM"", ""Graphics"": ""Integrated Graphics"", ""Storage"": ""1 GB available space""}']","[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",892,"15 Jul, 2023"
Idol Showdown,1742020,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742020/header.jpg?t=1732744292,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""10 11"", ""Processor"": ""Ryzen 5 Pro 2400GE 32GHz  Intel Core i53450 310 GHz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Radeon HD 6870 1 GB  GeForce GTX 650 Ti 1 GB"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""1 GB available space"", ""Additional Notes"": ""Display Resolution 1280x720 is recommended for minimum spec""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",,"5 May, 2023"
They came from another planet,1742290,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742290/header.jpg?t=1744465898,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Win10"", ""Processor"": ""i5"", ""Memory"": ""8 GB RAM"", ""Storage"": ""40 MB available space"", ""Sound Card"": ""Yes""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"2 Apr, 2023"
Esports History,1742360,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742360/header.jpg?t=1727960449,"['{""OS "": ""Windows 7 and up"", ""Processor"": ""Info"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Any"", ""DirectX"": ""Version 90"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""Any""}']","[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]",288,"3 Oct, 2024"
西游记2021,1742450,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742450/header.jpg?t=1638696625,"['{""OS "": ""windows 7810XPVista"", ""Processor"": ""Intel Core i3"", ""Memory"": ""1024 MB RAM"", ""Graphics"": ""Intel graphics HD"", ""Storage"": ""2 GB available space"", ""Sound Card"": ""Definition Audio"", ""Additional Notes"": ""\\u5c06\\u7cfb\\u7edf\\u5347\\u7ea7\\u81f3Win10\\u53ef\\u63d0\\u5347\\u6e38\\u620fFPS""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]",368,"30 Sep, 2021"
My Newborn Life In A Harem,1742470,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742470/header.jpg?t=1740027240,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""WIN10XP"", ""Processor"": ""12 GHz"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""DirectX 9 compatible graphics card"", ""DirectX"": ""Version 90"", ""Storage"": ""1 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}]",284,"29 Mar, 2022"
Wreckdigger,1742510,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742510/header.jpg?t=1663262173,"['{""OS "": ""Windows 7810"", ""Processor"": ""17GHz processor"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""OpenGL 20  256MB VRAM"", ""Storage"": ""50 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",,"19 Oct, 2021"
My journey to your world,1742530,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742530/header.jpg?t=1644119559,"['{""OS"": ""Win 10"", ""Processor"": ""Intel i3 or above"", ""Memory"": ""4 GB RAM"", ""Storage"": ""1 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"16 Sep, 2021"
Spirits of the Hellements - TD,1742610,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742610/header.jpg?t=1722447794,"['{""OS"": ""Windows 10"", ""Processor"": ""IntelAMD Dual Core"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""ATIAMD Radeon HD26003600 nVidia GeForce 86009600GT"", ""Storage"": ""2 GB available space""}']","[{'id': '2', 'description': 'Strategy'}]",316,"28 Apr, 2022"
break,1742800,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742800/header.jpg?t=1648379949,"['{""OS "": ""Windows 7"", ""Memory"": ""4 GB RAM"", ""Storage"": ""200 MB MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",,"18 Sep, 2021"
Card Game Simulator,1742850,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742850/header.jpg?t=1729633028,"['{""OS"": ""Windows 10 or newer""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"14 Nov, 2021"
Looking Up I See Only A Ceiling,1742930,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1742930/header.jpg?t=1734971080,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Tested on Windows 10 Windows 11"", ""Graphics"": ""Recent graphics card NVIDIA is recommended with latest drivers and Vulkan support"", ""Storage"": ""500 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",2014,"9 Mar, 2023"
Robo pocket: 3d fighter with rollback,1743050,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743050/header.jpg?t=1638624794,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""windows 10"", ""Processor"": ""intel I5 2410M"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GT540M"", ""DirectX"": ""Version 12"", ""Storage"": ""3 GB available space""}']","[{'id': '1', 'description': 'Action'}]",,"4 Dec, 2021"
Night Cascades,1743080,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743080/header.jpg?t=1709135309,"['{""Graphics"": ""1280x720"", ""Storage"": ""250 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",113,"1 Mar, 2022"
Abettor,1743120,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743120/header.jpg?t=1679533410,"['{""OS"": ""Windows"", ""Memory"": ""2 MB RAM"", ""Storage"": ""100 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",,"25 Sep, 2021"
Welcome to Free Will - Episode 1,1743260,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743260/header.jpg?t=1670112723,"['{""OS "": ""Windows 7 or higher"", ""Processor"": ""20 GHz Core 2 Duo"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""OpenGL 20 or DirectX 90c compatible"", ""Storage"": ""2 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"22 Sep, 2021"
FORGOTTEN: THE GAME,1743410,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743410/header.jpg?t=1646258231,"['{""OS"": ""Windows 10"", ""Processor"": ""AMD Ryzen 3 1200"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GT 1030 2GB"", ""Storage"": ""4 GB available space""}']","[{'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"13 Feb, 2022"
Teravit,1743650,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743650/header.jpg?t=1698891430,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 81 64bit Windows 10 64bit"", ""Processor"": ""Intel Core i57400 or equivalent"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX730 or equivalent"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"19 Apr, 2023"
One Military Camp,1743830,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743830/header.jpg?t=1744179181,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64bit"", ""Processor"": ""Intel i52300AMD FX4300"", ""Memory"": ""16 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1050 or equivalent"", ""DirectX"": ""Version 11"", ""Storage"": ""8 GB available space""}']","[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",580,"20 Jul, 2023"
HYPER DEMON,1743850,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743850/header.jpg?t=1726872838,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""20 GHz dual core or better"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Dedicated GPU with OpenGL 33 support"", ""Storage"": ""500 MB available space"", ""Additional Notes"": ""Our custom engine is designed to run at high framerates on a wide variety of machines""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]",2607,"19 Sep, 2022"
Andalia,1743880,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1743880/header.jpg?t=1703354105,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""Intel iCore i32100 or AMD FX6300"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 960 or AMD ATI Radeon RX 460 2GB VRAM"", ""DirectX"": ""Version 11"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""2 GB available space"", ""Sound Card"": ""Direct X 11  compatible sound card""}']","[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '37', 'description': 'Free To Play'}]",,"8 Oct, 2021"
Indigo Loop,1744270,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1744270/header.jpg?t=1671207379,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""2 GHz"", ""Memory"": ""2 GB RAM"", ""DirectX"": ""Version 90"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""300 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]",,"30 Jun, 2022"
No More Heroes 3,1744330,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1744330/header.jpg?t=1738960181,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""IntelR CoreTM i33220  330GHz"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 650"", ""DirectX"": ""Version 12"", ""Storage"": ""25 GB available space""}']","[{'id': '1', 'description': 'Action'}]",619,"11 Oct, 2022"
U-ena -Far fireworks-,1744570,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1744570/header.jpg?t=1652009547,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows1087"", ""Processor"": ""Intel Core2Duo"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Integrated Graphics Processor"", ""DirectX"": ""Version 11"", ""Storage"": ""6 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}]",,"8 May, 2022"
Dance of Cubes,1744620,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1744620/header.jpg?t=1731588654,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""x64"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Radeon HD 7870 or better"", ""DirectX"": ""Version 11"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""Any""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}]",,"15 Sep, 2021"
[Chilla's Art] The Radio Station | 深夜放送,1744910,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1744910/header.jpg?t=1662351980,"['{""OS "": ""Windows 7 SP1 x64"", ""Processor"": ""IntelAmd"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NvidiaAmd"", ""DirectX"": ""Version 11"", ""Storage"": ""10 GB available space"", ""Sound Card"": ""Yes"", ""Additional Notes"": ""Disable or lower shadowtexture quality for better performance""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",410,"30 Oct, 2021"
Primitier,1745170,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745170/header.jpg?t=1716739906,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows10 64bit"", ""Processor"": ""Intel Core i57500"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1060"", ""Storage"": ""1 GB available space"", ""VR Support"": ""SteamVR""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]",224,"2 Dec, 2021"
Sexy Airlines,1745200,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745200/header.jpg?t=1708538922,"['{""OS "": ""Windows 7 or higher"", ""Processor"": ""12 GHz"", ""Graphics"": ""DirectX 9 Compatible Graphics Card"", ""DirectX"": ""Version 90"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""2 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}]",,"20 Dec, 2021"
Idol Hands,1745310,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745310/header.jpg?t=1725000868,"['{""OS "": ""Windows7810"", ""Processor"": ""Intel Core i3"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 560  AMD Radeon HD 6870  DirectX \\u7248\\u672c 11"", ""Storage"": ""2 GB available space"", ""Sound Card"": ""DirectSound""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",831,"23 Mar, 2022"
Beasts of Burden,1745430,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745430/header.jpg?t=1703199287,"['{""OS "": ""Windows 7"", ""Processor"": ""11Ghz"", ""Memory"": ""2 GB RAM"", ""Storage"": ""1 GB available space""}']","[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '37', 'description': 'Free To Play'}]",,"6 Apr, 2022"
Lunacid,1745510,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745510/header.jpg?t=1734627655,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7"", ""Processor"": ""Intel Core i3 13 GHz"", ""Memory"": ""4 MB RAM"", ""Graphics"": ""2GB Intregraded graphics"", ""Storage"": ""800 MB available space"", ""Sound Card"": ""Windows Audio""}']","[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",7913,"30 Oct, 2023"
Axilon: Legend of Artifacts - Prologue,1745550,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745550/header.jpg?t=1729200085,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""64bit Windows 7  8  81  10"", ""Processor"": ""Intel Core i5  33 GHz or better"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce 760 or AMD HD 8800 4000 or greater Laptop versions of these chipsets may not be supported Updates to your video and sound card drivers may be required"", ""DirectX"": ""Version 11""}']","[{'id': '1', 'description': 'Action'}]",,"19 Sep, 2021"
Deluge: Threnody of Crashing Waves,1745690,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745690/header.jpg?t=1743872464,"['{""OS "": ""Windows 7"", ""Processor"": ""1 Ghz"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""1024x768 or better video resolution in High Color mode"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""OpenGL or DirectX Compatible Graphics Card""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",,"7 Jul, 2022"
Laserboy,1745740,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745740/header.jpg?t=1646069580,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 and above"", ""Processor"": ""Intel i5"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""NVidia 450 GTS  Radeon HD 5750 or better"", ""DirectX"": ""Version 11"", ""Storage"": ""90 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",,"22 Nov, 2021"
Occult Crime Police,1745750,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745750/header.jpg?t=1702659571,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows Vista"", ""Processor"": ""20 GHz Core 2 Duo"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""OpenGL 20 or DirectX 90c"", ""Storage"": ""400 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"12 Oct, 2021"
NSA Mind Control No Oversight Wake Up,1745790,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745790/header.jpg?t=1735257569,"['{""OS "": ""Windows 7 SP1"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Video card must be 256 MB or more and should be a DirectX 9compatible"", ""DirectX"": ""Version 10"", ""Storage"": ""1 GB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]",141,"12 Nov, 2021"
